MEASURE,Measure,REGIONTYPE,Geography Level,ASGS_2016,Region,FREQUENCY,Frequency,TIME,Time,Value,Flag Codes,Flags
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011037,Point Clare - Koolewong,A,Annual,2001,2001,6393,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011037,Point Clare - Koolewong,A,Annual,2002,2002,6368,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011037,Point Clare - Koolewong,A,Annual,2003,2003,6265,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011037,Point Clare - Koolewong,A,Annual,2004,2004,6187,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011037,Point Clare - Koolewong,A,Annual,2005,2005,6122,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011037,Point Clare - Koolewong,A,Annual,2006,2006,6101,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011037,Point Clare - Koolewong,A,Annual,2007,2007,6124,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011037,Point Clare - Koolewong,A,Annual,2008,2008,6240,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011037,Point Clare - Koolewong,A,Annual,2009,2009,6359,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011037,Point Clare - Koolewong,A,Annual,2010,2010,6442,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011037,Point Clare - Koolewong,A,Annual,2011,2011,6513,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011037,Point Clare - Koolewong,A,Annual,2012,2012,6485,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011037,Point Clare - Koolewong,A,Annual,2013,2013,6465,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011037,Point Clare - Koolewong,A,Annual,2014,2014,6438,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011037,Point Clare - Koolewong,A,Annual,2015,2015,6410,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011037,Point Clare - Koolewong,A,Annual,2016,2016,6389,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011037,Point Clare - Koolewong,A,Annual,2017,2017,6347,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011037,Point Clare - Koolewong,A,Annual,2018,2018,6308,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011038,Saratoga - Davistown,A,Annual,2001,2001,6528,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011038,Saratoga - Davistown,A,Annual,2002,2002,6572,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011038,Saratoga - Davistown,A,Annual,2003,2003,6501,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011038,Saratoga - Davistown,A,Annual,2004,2004,6491,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011038,Saratoga - Davistown,A,Annual,2005,2005,6494,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011038,Saratoga - Davistown,A,Annual,2006,2006,6512,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011038,Saratoga - Davistown,A,Annual,2007,2007,6603,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011038,Saratoga - Davistown,A,Annual,2008,2008,6695,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011038,Saratoga - Davistown,A,Annual,2009,2009,6766,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011038,Saratoga - Davistown,A,Annual,2010,2010,6836,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011038,Saratoga - Davistown,A,Annual,2011,2011,6843,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011038,Saratoga - Davistown,A,Annual,2012,2012,6899,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011038,Saratoga - Davistown,A,Annual,2013,2013,6975,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011038,Saratoga - Davistown,A,Annual,2014,2014,7072,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011038,Saratoga - Davistown,A,Annual,2015,2015,7129,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011038,Saratoga - Davistown,A,Annual,2016,2016,7195,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011038,Saratoga - Davistown,A,Annual,2017,2017,7238,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011038,Saratoga - Davistown,A,Annual,2018,2018,7307,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011039,Terrigal - North Avoca,A,Annual,2001,2001,11850,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011039,Terrigal - North Avoca,A,Annual,2002,2002,11914,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011039,Terrigal - North Avoca,A,Annual,2003,2003,12025,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011039,Terrigal - North Avoca,A,Annual,2004,2004,11968,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011039,Terrigal - North Avoca,A,Annual,2005,2005,11976,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011039,Terrigal - North Avoca,A,Annual,2006,2006,12079,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011039,Terrigal - North Avoca,A,Annual,2007,2007,12429,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011039,Terrigal - North Avoca,A,Annual,2008,2008,12748,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011039,Terrigal - North Avoca,A,Annual,2009,2009,12989,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011039,Terrigal - North Avoca,A,Annual,2010,2010,13160,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011039,Terrigal - North Avoca,A,Annual,2011,2011,13224,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011039,Terrigal - North Avoca,A,Annual,2012,2012,13328,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011039,Terrigal - North Avoca,A,Annual,2013,2013,13445,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011039,Terrigal - North Avoca,A,Annual,2014,2014,13549,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011039,Terrigal - North Avoca,A,Annual,2015,2015,13765,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011039,Terrigal - North Avoca,A,Annual,2016,2016,13939,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011039,Terrigal - North Avoca,A,Annual,2017,2017,14097,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011039,Terrigal - North Avoca,A,Annual,2018,2018,14281,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011040,Umina - Booker Bay - Patonga,A,Annual,2001,2001,22465,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011040,Umina - Booker Bay - Patonga,A,Annual,2002,2002,22440,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011040,Umina - Booker Bay - Patonga,A,Annual,2003,2003,22299,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011040,Umina - Booker Bay - Patonga,A,Annual,2004,2004,22204,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011040,Umina - Booker Bay - Patonga,A,Annual,2005,2005,22264,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011040,Umina - Booker Bay - Patonga,A,Annual,2006,2006,22318,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011040,Umina - Booker Bay - Patonga,A,Annual,2007,2007,22403,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011040,Umina - Booker Bay - Patonga,A,Annual,2008,2008,22779,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011040,Umina - Booker Bay - Patonga,A,Annual,2009,2009,22914,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011040,Umina - Booker Bay - Patonga,A,Annual,2010,2010,23179,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011040,Umina - Booker Bay - Patonga,A,Annual,2011,2011,23310,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011040,Umina - Booker Bay - Patonga,A,Annual,2012,2012,23408,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011040,Umina - Booker Bay - Patonga,A,Annual,2013,2013,23530,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011040,Umina - Booker Bay - Patonga,A,Annual,2014,2014,23722,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011040,Umina - Booker Bay - Patonga,A,Annual,2015,2015,23958,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011040,Umina - Booker Bay - Patonga,A,Annual,2016,2016,24235,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011040,Umina - Booker Bay - Patonga,A,Annual,2017,2017,24470,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011040,Umina - Booker Bay - Patonga,A,Annual,2018,2018,24672,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011041,Wamberal - Forresters Beach,A,Annual,2001,2001,9039,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011041,Wamberal - Forresters Beach,A,Annual,2002,2002,9077,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011041,Wamberal - Forresters Beach,A,Annual,2003,2003,9028,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011041,Wamberal - Forresters Beach,A,Annual,2004,2004,9057,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011041,Wamberal - Forresters Beach,A,Annual,2005,2005,9049,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011041,Wamberal - Forresters Beach,A,Annual,2006,2006,9079,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011041,Wamberal - Forresters Beach,A,Annual,2007,2007,9032,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011041,Wamberal - Forresters Beach,A,Annual,2008,2008,9103,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011041,Wamberal - Forresters Beach,A,Annual,2009,2009,9230,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011041,Wamberal - Forresters Beach,A,Annual,2010,2010,9296,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011041,Wamberal - Forresters Beach,A,Annual,2011,2011,9511,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011041,Wamberal - Forresters Beach,A,Annual,2012,2012,9623,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011041,Wamberal - Forresters Beach,A,Annual,2013,2013,9709,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011041,Wamberal - Forresters Beach,A,Annual,2014,2014,9786,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011041,Wamberal - Forresters Beach,A,Annual,2015,2015,9861,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011041,Wamberal - Forresters Beach,A,Annual,2016,2016,10069,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011041,Wamberal - Forresters Beach,A,Annual,2017,2017,10246,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011041,Wamberal - Forresters Beach,A,Annual,2018,2018,10323,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011042,Woy Woy - Blackwall,A,Annual,2001,2001,13029,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011042,Woy Woy - Blackwall,A,Annual,2002,2002,13084,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011042,Woy Woy - Blackwall,A,Annual,2003,2003,13022,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011042,Woy Woy - Blackwall,A,Annual,2004,2004,13104,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011042,Woy Woy - Blackwall,A,Annual,2005,2005,13155,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011042,Woy Woy - Blackwall,A,Annual,2006,2006,13260,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011042,Woy Woy - Blackwall,A,Annual,2007,2007,13271,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011042,Woy Woy - Blackwall,A,Annual,2008,2008,13365,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011042,Woy Woy - Blackwall,A,Annual,2009,2009,13529,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011042,Woy Woy - Blackwall,A,Annual,2010,2010,13622,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011042,Woy Woy - Blackwall,A,Annual,2011,2011,13669,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011042,Woy Woy - Blackwall,A,Annual,2012,2012,13740,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011042,Woy Woy - Blackwall,A,Annual,2013,2013,13843,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011042,Woy Woy - Blackwall,A,Annual,2014,2014,13943,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011042,Woy Woy - Blackwall,A,Annual,2015,2015,14070,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011042,Woy Woy - Blackwall,A,Annual,2016,2016,14216,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011042,Woy Woy - Blackwall,A,Annual,2017,2017,14376,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011042,Woy Woy - Blackwall,A,Annual,2018,2018,14469,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011043,Wyoming,A,Annual,2001,2001,11741,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011043,Wyoming,A,Annual,2002,2002,11612,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011043,Wyoming,A,Annual,2003,2003,11520,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011043,Wyoming,A,Annual,2004,2004,11464,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011043,Wyoming,A,Annual,2005,2005,11411,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011043,Wyoming,A,Annual,2006,2006,11332,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011043,Wyoming,A,Annual,2007,2007,11293,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011043,Wyoming,A,Annual,2008,2008,11306,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011043,Wyoming,A,Annual,2009,2009,11477,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011043,Wyoming,A,Annual,2010,2010,11578,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011043,Wyoming,A,Annual,2011,2011,11530,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011043,Wyoming,A,Annual,2012,2012,11577,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011043,Wyoming,A,Annual,2013,2013,11629,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011043,Wyoming,A,Annual,2014,2014,11677,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011043,Wyoming,A,Annual,2015,2015,11722,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011043,Wyoming,A,Annual,2016,2016,11773,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011043,Wyoming,A,Annual,2017,2017,11784,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011043,Wyoming,A,Annual,2018,2018,11829,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10202,Wyong,A,Annual,2001,2001,134000,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10202,Wyong,A,Annual,2002,2002,136142,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10202,Wyong,A,Annual,2003,2003,137861,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10202,Wyong,A,Annual,2004,2004,138776,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10202,Wyong,A,Annual,2005,2005,139941,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10202,Wyong,A,Annual,2006,2006,141166,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10202,Wyong,A,Annual,2007,2007,143524,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10202,Wyong,A,Annual,2008,2008,147185,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10202,Wyong,A,Annual,2009,2009,149715,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10202,Wyong,A,Annual,2010,2010,152010,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10202,Wyong,A,Annual,2011,2011,153639,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10202,Wyong,A,Annual,2012,2012,155278,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10202,Wyong,A,Annual,2013,2013,156950,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10202,Wyong,A,Annual,2014,2014,158683,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10202,Wyong,A,Annual,2015,2015,160484,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10202,Wyong,A,Annual,2016,2016,162474,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10202,Wyong,A,Annual,2017,2017,164298,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10202,Wyong,A,Annual,2018,2018,165916,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102021044,Bateau Bay - Killarney Vale,A,Annual,2001,2001,21439,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102021044,Bateau Bay - Killarney Vale,A,Annual,2002,2002,21461,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102021044,Bateau Bay - Killarney Vale,A,Annual,2003,2003,21431,,
